package,loc_min,loc_max,loc_avg,loc_sum
industrial_robot_client,7.0,241.0,61.1428571429,1284.0
industrial_utils,7.0,97.0,40.6666666667,244.0
simple_message,12.0,346.0,76.406779661,4508.0
